"","firstname","sex","race","call_back"
"3657","Jay","male","white","No"
"3658","Kenya","female","black","No"
"3659","Kristen","female","white","No"
"3660","Lakisha","female","black","No"
"3661","Meredith","female","white","No"
"3662","Tyrone","male","black","No"
"3663","Anne","female","white","No"
"3664","Carrie","female","white","No"
"3665","Kenya","female","black","No"
"3666","Latoya","female","black","No"
"3667","Carrie","female","white","No"
"3668","Greg","male","white","No"
"3669","Jay","male","white","No"
"3670","Kenya","female","black","No"
"3671","Latoya","female","black","No"
"3672","Meredith","female","white","No"
"3673","Rasheed","male","black","No"
"3674","Tanisha","female","black","No"
"3675","Anne","female","white","No"
"3676","Latoya","female","black","No"
"3677","Sarah","female","white","No"
"3678","Tanisha","female","black","No"
"3679","Carrie","female","white","No"
"3680","Hakim","male","black","No"
"3681","Emily","female","white","No"
"3682","Lakisha","female","black","No"
"3683","Latoya","female","black","No"
"3684","Sarah","female","white","No"
"3685","Allison","female","white","No"
"3686","Ebony","female","black","No"
"3687","Kristen","female","white","No"
"3688","Tamika","female","black","No"
"3689","Brendan","male","white","No"
"3690","Latoya","female","black","No"
"3691","Brendan","male","white","No"
"3692","Ebony","female","black","Yes"
"3693","Emily","female","white","Yes"
"3694","Latonya","female","black","Yes"
"3695","Latoya","female","black","No"
"3696","Laurie","female","white","Yes"
"3697","Aisha","female","black","Yes"
"3698","Carrie","female","white","No"
"3699","Geoffrey","male","white","No"
"3700","Jermaine","male","black","No"
"3701","Keisha","female","black","No"
"3702","Kristen","female","white","Yes"
"3703","Latonya","female","black","No"
"3704","Laurie","female","white","No"
"3705","Lakisha","female","black","No"
"3706","Sarah","female","white","No"
"3707","Emily","female","white","No"
"3708","Jamal","male","black","No"
"3709","Brad","male","white","No"
"3710","Tamika","female","black","No"
"3711","Allison","female","white","No"
"3712","Latonya","female","black","No"
"3713","Meredith","female","white","No"
"3714","Tamika","female","black","No"
"3715","Ebony","female","black","No"
"3716","Geoffrey","male","white","Yes"
"3717","Keisha","female","black","No"
"3718","Laurie","female","white","No"
"3719","Meredith","female","white","No"
"3720","Tanisha","female","black","No"
"3721","Aisha","female","black","No"
"3722","Brad","male","white","No"
"3723","Leroy","male","black","No"
"3724","Neil","male","white","No"
"3725","Lakisha","female","black","No"
"3726","Latoya","female","black","No"
"3727","Meredith","female","white","No"
"3728","Sarah","female","white","No"
"3729","Kristen","female","white","No"
"3730","Latonya","female","black","No"
"3731","Laurie","female","white","No"
"3732","Sarah","female","white","No"
"3733","Tamika","female","black","No"
"3734","Tanisha","female","black","No"
"3735","Allison","female","white","No"
"3736","Kenya","female","black","No"
"3737","Meredith","female","white","No"
"3738","Tamika","female","black","No"
"3739","Anne","female","white","No"
"3740","Keisha","female","black","No"
"3741","Kristen","female","white","No"
"3742","Lakisha","female","black","No"
"3743","Aisha","female","black","No"
"3744","Allison","female","white","No"
"3745","Carrie","female","white","No"
"3746","Darnell","male","black","No"
"3747","Jill","female","white","No"
"3748","Keisha","female","black","No"
"3749","Allison","female","white","No"
"3750","Brett","male","white","No"
"3751","Emily","female","white","No"
"3752","Latonya","female","black","No"
"3753","Latoya","female","black","No"
"3754","Tyrone","male","black","No"
"3755","Geoffrey","male","white","No"
"3756","Jill","female","white","No"
"3757","Kenya","female","black","Yes"
"3758","Latonya","female","black","No"
"3759","Laurie","female","white","No"
"3760","Rasheed","male","black","No"
"3761","Anne","female","white","No"
"3762","Ebony","female","black","No"
"3763","Emily","female","white","No"
"3764","Tanisha","female","black","No"
"3765","Allison","female","white","No"
"3766","Anne","female","white","No"
"3767","Ebony","female","black","No"
"3768","Emily","female","white","No"
"3769","Kenya","female","black","No"
"3770","Tanisha","female","black","No"
"3771","Allison","female","white","No"
"3772","Jamal","male","black","No"
"3773","Jay","male","white","Yes"
"3774","Keisha","female","black","No"
"3775","Brad","male","white","No"
"3776","Kareem","male","black","No"
"3777","Carrie","female","white","No"
"3778","Ebony","female","black","No"
"3779","Latonya","female","black","No"
"3780","Meredith","female","white","No"
"3781","Anne","female","white","No"
"3782","Latoya","female","black","No"
"3783","Meredith","female","white","No"
"3784","Meredith","female","white","No"
"3785","Tamika","female","black","No"
"3786","Tanisha","female","black","No"
"3787","Anne","female","white","No"
"3788","Ebony","female","black","No"
"3789","Kristen","female","white","No"
"3790","Tanisha","female","black","No"
"3791","Allison","female","white","Yes"
"3792","Brett","male","white","No"
"3793","Ebony","female","black","No"
"3794","Jay","male","white","No"
"3795","Jill","female","white","No"
"3796","Kareem","male","black","No"
"3797","Kenya","female","black","No"
"3798","Latonya","female","black","No"
"3799","Allison","female","white","Yes"
"3800","Ebony","female","black","No"
"3801","Emily","female","white","No"
"3802","Geoffrey","male","white","No"
"3803","Latonya","female","black","No"
"3804","Leroy","male","black","No"
"3805","Todd","male","white","No"
"3806","Tremayne","male","black","No"
"3807","Aisha","female","black","No"
"3808","Aisha","female","black","Yes"
"3809","Anne","female","white","No"
"3810","Brad","male","white","No"
"3811","Brad","male","white","Yes"
"3812","Brendan","male","white","No"
"3813","Carrie","female","white","No"
"3814","Carrie","female","white","No"
"3815","Darnell","male","black","No"
"3816","Ebony","female","black","No"
"3817","Ebony","female","black","No"
"3818","Hakim","male","black","No"
"3819","Hakim","male","black","No"
"3820","Jay","male","white","No"
"3821","Jill","female","white","No"
"3822","Kareem","male","black","No"
"3823","Keisha","female","black","No"
"3824","Kenya","female","black","No"
"3825","Kristen","female","white","No"
"3826","Lakisha","female","black","No"
"3827","Laurie","female","white","No"
"3828","Matthew","male","white","No"
"3829","Meredith","female","white","No"
"3830","Rasheed","male","black","No"
"3831","Tanisha","female","black","No"
"3832","Todd","male","white","No"
"3833","Todd","male","white","No"
"3834","Tyrone","male","black","No"
"3835","Anne","female","white","No"
"3836","Anne","female","white","No"
"3837","Ebony","female","black","No"
"3838","Jill","female","white","No"
"3839","Kenya","female","black","No"
"3840","Meredith","female","white","No"
"3841","Meredith","female","white","No"
"3842","Rasheed","male","black","No"
"3843","Rasheed","male","black","No"
"3844","Tamika","female","black","No"
"3845","Todd","male","white","No"
"3846","Tremayne","male","black","No"
"3847","Aisha","female","black","No"
"3848","Anne","female","white","No"
"3849","Brendan","male","white","No"
"3850","Leroy","male","black","No"
"3851","Allison","female","white","No"
"3852","Geoffrey","male","white","No"
"3853","Hakim","male","black","No"
"3854","Rasheed","male","black","No"
"3855","Anne","female","white","No"
"3856","Ebony","female","black","No"
"3857","Laurie","female","white","No"
"3858","Tanisha","female","black","No"
"3859","Aisha","female","black","No"
"3860","Brendan","male","white","No"
"3861","Neil","male","white","No"
"3862","Tamika","female","black","No"
"3863","Brendan","male","white","No"
"3864","Kenya","female","black","No"
"3865","Neil","male","white","No"
"3866","Tyrone","male","black","No"
"3867","Anne","female","white","No"
"3868","Brendan","male","white","No"
"3869","Brett","male","white","No"
"3870","Greg","male","white","No"
"3871","Hakim","male","black","No"
"3872","Jamal","male","black","No"
"3873","Jermaine","male","black","No"
"3874","Kareem","male","black","No"
"3875","Brendan","male","white","No"
"3876","Jamal","male","black","No"
"3877","Latonya","female","black","No"
"3878","Matthew","male","white","No"
"3879","Carrie","female","white","No"
"3880","Ebony","female","black","No"
"3881","Emily","female","white","No"
"3882","Jill","female","white","No"
"3883","Tamika","female","black","No"
"3884","Tanisha","female","black","No"
"3885","Todd","male","white","No"
"3886","Tyrone","male","black","No"
"3887","Aisha","female","black","No"
"3888","Brendan","male","white","No"
"3889","Jay","male","white","No"
"3890","Lakisha","female","black","No"
"3891","Brett","male","white","No"
"3892","Keisha","female","black","No"
"3893","Laurie","female","white","No"
"3894","Rasheed","male","black","No"
"3895","Brett","male","white","No"
"3896","Hakim","male","black","No"
"3897","Leroy","male","black","No"
"3898","Todd","male","white","No"
"3899","Aisha","female","black","No"
"3900","Brett","male","white","No"
"3901","Lakisha","female","black","No"
"3902","Matthew","male","white","No"
"3903","Anne","female","white","No"
"3904","Kenya","female","black","No"
"3905","Lakisha","female","black","No"
"3906","Sarah","female","white","No"
"3907","Emily","female","white","No"
"3908","Jamal","male","black","No"
"3909","Jermaine","male","black","No"
"3910","Sarah","female","white","No"
"3911","Greg","male","white","No"
"3912","Jamal","male","black","No"
"3913","Lakisha","female","black","No"
"3914","Todd","male","white","No"
"3915","Carrie","female","white","No"
"3916","Lakisha","female","black","No"
"3917","Latonya","female","black","No"
"3918","Meredith","female","white","Yes"
"3919","Anne","female","white","No"
"3920","Carrie","female","white","No"
"3921","Jermaine","male","black","No"
"3922","Keisha","female","black","No"
"3923","Latoya","female","black","No"
"3924","Meredith","female","white","No"
"3925","Aisha","female","black","No"
"3926","Carrie","female","white","No"
"3927","Anne","female","white","No"
"3928","Emily","female","white","No"
"3929","Latoya","female","black","No"
"3930","Tamika","female","black","No"
"3931","Anne","female","white","No"
"3932","Kareem","male","black","No"
"3933","Meredith","female","white","No"
"3934","Rasheed","male","black","No"
"3935","Aisha","female","black","No"
"3936","Aisha","female","black","No"
"3937","Emily","female","white","No"
"3938","Latonya","female","black","No"
"3939","Laurie","female","white","No"
"3940","Meredith","female","white","No"
"3941","Aisha","female","black","No"
"3942","Keisha","female","black","No"
"3943","Laurie","female","white","No"
"3944","Meredith","female","white","No"
"3945","Aisha","female","black","No"
"3946","Emily","female","white","No"
"3947","Kristen","female","white","No"
"3948","Tanisha","female","black","No"
"3949","Allison","female","white","No"
"3950","Ebony","female","black","No"
"3951","Greg","male","white","No"
"3952","Lakisha","female","black","No"
"3953","Carrie","female","white","No"
"3954","Ebony","female","black","Yes"
"3955","Latoya","female","black","No"
"3956","Sarah","female","white","No"
"3957","Kristen","female","white","No"
"3958","Laurie","female","white","No"
"3959","Tamika","female","black","No"
"3960","Tanisha","female","black","No"
"3961","Aisha","female","black","No"
"3962","Allison","female","white","No"
"3963","Carrie","female","white","No"
"3964","Darnell","male","black","No"
"3965","Emily","female","white","No"
"3966","Keisha","female","black","No"
"3967","Laurie","female","white","No"
"3968","Tamika","female","black","No"
"3969","Jay","male","white","No"
"3970","Latonya","female","black","No"
"3971","Aisha","female","black","No"
"3972","Allison","female","white","No"
"3973","Jill","female","white","No"
"3974","Lakisha","female","black","No"
"3975","Latonya","female","black","No"
"3976","Laurie","female","white","No"
"3977","Sarah","female","white","No"
"3978","Tanisha","female","black","No"
"3979","Anne","female","white","No"
"3980","Latonya","female","black","No"
"3981","Meredith","female","white","No"
"3982","Tamika","female","black","No"
"3983","Brendan","male","white","No"
"3984","Jamal","male","black","No"
"3985","Matthew","male","white","No"
"3986","Tremayne","male","black","No"
"3987","Allison","female","white","No"
"3988","Latoya","female","black","No"
"3989","Neil","male","white","No"
"3990","Tyrone","male","black","No"
"3991","Brendan","male","white","No"
"3992","Ebony","female","black","No"
"3993","Sarah","female","white","No"
"3994","Tanisha","female","black","No"
"3995","Anne","female","white","No"
"3996","Brendan","male","white","No"
"3997","Ebony","female","black","No"
"3998","Hakim","male","black","No"
"3999","Kristen","female","white","No"
"4000","Tamika","female","black","No"
"4001","Carrie","female","white","No"
"4002","Jermaine","male","black","No"
"4003","Jill","female","white","No"
"4004","Keisha","female","black","No"
"4005","Latoya","female","black","No"
"4006","Matthew","male","white","No"
"4007","Carrie","female","white","Yes"
"4008","Kenya","female","black","Yes"
"4009","Aisha","female","black","No"
"4010","Laurie","female","white","No"
"4011","Sarah","female","white","No"
"4012","Sarah","female","white","No"
"4013","Tamika","female","black","No"
"4014","Tanisha","female","black","No"
"4015","Carrie","female","white","No"
"4016","Latonya","female","black","No"
"4017","Laurie","female","white","No"
"4018","Tanisha","female","black","No"
"4019","Anne","female","white","Yes"
"4020","Rasheed","male","black","No"
"4021","Jill","female","white","No"
"4022","Keisha","female","black","No"
"4023","Kristen","female","white","No"
"4024","Tanisha","female","black","No"
"4025","Allison","female","white","No"
"4026","Emily","female","white","No"
"4027","Lakisha","female","black","No"
"4028","Latonya","female","black","No"
"4029","Matthew","male","white","No"
"4030","Tyrone","male","black","No"
"4031","Kristen","female","white","No"
"4032","Latoya","female","black","No"
"4033","Laurie","female","white","No"
"4034","Tamika","female","black","No"
"4035","Emily","female","white","No"
"4036","Keisha","female","black","No"
"4037","Laurie","female","white","No"
"4038","Sarah","female","white","No"
"4039","Tamika","female","black","No"
"4040","Tanisha","female","black","No"
"4041","Aisha","female","black","No"
"4042","Kristen","female","white","No"
"4043","Lakisha","female","black","No"
"4044","Laurie","female","white","No"
"4045","Aisha","female","black","No"
"4046","Allison","female","white","Yes"
"4047","Latoya","female","black","No"
"4048","Laurie","female","white","No"
"4049","Allison","female","white","No"
"4050","Anne","female","white","No"
"4051","Anne","female","white","No"
"4052","Darnell","male","black","No"
"4053","Keisha","female","black","No"
"4054","Latoya","female","black","No"
"4055","Tanisha","female","black","No"
"4056","Todd","male","white","No"
"4057","Ebony","female","black","No"
"4058","Emily","female","white","No"
"4059","Latonya","female","black","No"
"4060","Laurie","female","white","No"
"4061","Aisha","female","black","No"
"4062","Allison","female","white","No"
"4063","Jamal","male","black","No"
"4064","Jay","male","white","No"
"4065","Jill","female","white","No"
"4066","Latonya","female","black","No"
"4067","Allison","female","white","Yes"
"4068","Anne","female","white","No"
"4069","Ebony","female","black","No"
"4070","Kenya","female","black","No"
"4071","Emily","female","white","Yes"
"4072","Geoffrey","male","white","Yes"
"4073","Kareem","male","black","Yes"
"4074","Kenya","female","black","Yes"
"4075","Kristen","female","white","No"
"4076","Latonya","female","black","No"
"4077","Meredith","female","white","No"
"4078","Tanisha","female","black","No"
"4079","Aisha","female","black","No"
"4080","Anne","female","white","No"
"4081","Brendan","male","white","No"
"4082","Emily","female","white","No"
"4083","Jay","male","white","No"
"4084","Keisha","female","black","No"
"4085","Latonya","female","black","Yes"
"4086","Tamika","female","black","Yes"
"4087","Aisha","female","black","No"
"4088","Anne","female","white","No"
"4089","Brad","male","white","No"
"4090","Carrie","female","white","No"
"4091","Ebony","female","black","No"
"4092","Emily","female","white","No"
"4093","Geoffrey","male","white","No"
"4094","Greg","male","white","No"
"4095","Greg","male","white","No"
"4096","Hakim","male","black","No"
"4097","Hakim","male","black","No"
"4098","Jermaine","male","black","No"
"4099","Jill","female","white","No"
"4100","Jill","female","white","No"
"4101","Kareem","male","black","No"
"4102","Keisha","female","black","No"
"4103","Kenya","female","black","No"
"4104","Latoya","female","black","No"
"4105","Latoya","female","black","No"
"4106","Laurie","female","white","No"
"4107","Matthew","male","white","No"
"4108","Meredith","female","white","No"
"4109","Sarah","female","white","No"
"4110","Tamika","female","black","No"
"4111","Todd","male","white","No"
"4112","Tremayne","male","black","No"
"4113","Tremayne","male","black","No"
"4114","Tyrone","male","black","No"
"4115","Ebony","female","black","No"
"4116","Emily","female","white","No"
"4117","Jill","female","white","No"
"4118","Lakisha","female","black","No"
"4119","Greg","male","white","No"
"4120","Jay","male","white","No"
"4121","Leroy","male","black","No"
"4122","Rasheed","male","black","No"
"4123","Aisha","female","black","No"
"4124","Kareem","male","black","No"
"4125","Matthew","male","white","No"
"4126","Meredith","female","white","No"
"4127","Greg","male","white","Yes"
"4128","Jay","male","white","Yes"
"4129","Kareem","male","black","Yes"
"4130","Tamika","female","black","Yes"
"4131","Anne","female","white","No"
"4132","Latoya","female","black","No"
"4133","Meredith","female","white","No"
"4134","Tanisha","female","black","No"
"4135","Greg","male","white","No"
"4136","Jamal","male","black","No"
"4137","Latoya","female","black","No"
"4138","Neil","male","white","No"
"4139","Allison","female","white","No"
"4140","Ebony","female","black","No"
"4141","Lakisha","female","black","No"
"4142","Meredith","female","white","No"
"4143","Brett","male","white","Yes"
"4144","Ebony","female","black","Yes"
"4145","Neil","male","white","No"
"4146","Tremayne","male","black","Yes"
"4147","Anne","female","white","No"
"4148","Kareem","male","black","No"
"4149","Kenya","female","black","No"
"4150","Matthew","male","white","No"
"4151","Jill","female","white","No"
"4152","Kenya","female","black","No"
"4153","Sarah","female","white","No"
"4154","Tamika","female","black","No"
"4155","Brad","male","white","No"
"4156","Jermaine","male","black","No"
"4157","Neil","male","white","No"
"4158","Tamika","female","black","No"
"4159","Lakisha","female","black","No"
"4160","Matthew","male","white","No"
"4161","Meredith","female","white","No"
"4162","Rasheed","male","black","No"
"4163","Anne","female","white","No"
"4164","Rasheed","male","black","No"
"4165","Sarah","female","white","No"
"4166","Tremayne","male","black","No"
"4167","Greg","male","white","No"
"4168","Rasheed","male","black","No"
"4169","Tanisha","female","black","Yes"
"4170","Todd","male","white","No"
"4171","Brett","male","white","No"
"4172","Leroy","male","black","No"
"4173","Matthew","male","white","No"
"4174","Tamika","female","black","No"
"4175","Aisha","female","black","No"
"4176","Allison","female","white","No"
"4177","Sarah","female","white","No"
"4178","Tamika","female","black","No"
"4179","Allison","female","white","No"
"4180","Allison","female","white","No"
"4181","Anne","female","white","No"
"4182","Ebony","female","black","No"
"4183","Lakisha","female","black","No"
"4184","Latonya","female","black","No"
"4185","Kristen","female","white","No"
"4186","Sarah","female","white","No"
"4187","Tamika","female","black","No"
"4188","Tanisha","female","black","No"
"4189","Jill","female","white","No"
"4190","Latoya","female","black","No"
"4191","Kristen","female","white","Yes"
"4192","Lakisha","female","black","No"
"4193","Latonya","female","black","No"
"4194","Meredith","female","white","Yes"
"4195","Anne","female","white","No"
"4196","Carrie","female","white","No"
"4197","Ebony","female","black","No"
"4198","Emily","female","white","No"
"4199","Jill","female","white","No"
"4200","Kenya","female","black","No"
"4201","Tanisha","female","black","No"
"4202","Tremayne","male","black","No"
"4203","Carrie","female","white","No"
"4204","Jill","female","white","No"
"4205","Latoya","female","black","No"
"4206","Tanisha","female","black","No"
"4207","Laurie","female","white","No"
"4208","Tamika","female","black","No"
"4209","Sarah","female","white","No"
"4210","Tamika","female","black","No"
"4211","Emily","female","white","No"
"4212","Kenya","female","black","No"
"4213","Kristen","female","white","No"
"4214","Latonya","female","black","No"
"4215","Anne","female","white","No"
"4216","Carrie","female","white","No"
"4217","Darnell","male","black","No"
"4218","Hakim","male","black","No"
"4219","Jay","male","white","No"
"4220","Jill","female","white","No"
"4221","Lakisha","female","black","No"
"4222","Tamika","female","black","No"
"4223","Kenya","female","black","No"
"4224","Kristen","female","white","No"
"4225","Laurie","female","white","No"
"4226","Tamika","female","black","No"
"4227","Allison","female","white","No"
"4228","Keisha","female","black","No"
"4229","Kristen","female","white","No"
"4230","Sarah","female","white","No"
"4231","Tamika","female","black","No"
"4232","Tremayne","male","black","No"
"4233","Anne","female","white","No"
"4234","Ebony","female","black","No"
"4235","Kenya","female","black","No"
"4236","Kristen","female","white","No"
"4237","Aisha","female","black","No"
"4238","Allison","female","white","No"
"4239","Carrie","female","white","No"
"4240","Keisha","female","black","No"
"4241","Allison","female","white","No"
"4242","Jermaine","male","black","Yes"
"4243","Leroy","male","black","No"
"4244","Neil","male","white","Yes"
"4245","Jay","male","white","No"
"4246","Jill","female","white","Yes"
"4247","Kenya","female","black","Yes"
"4248","Kristen","female","white","No"
"4249","Latoya","female","black","Yes"
"4250","Rasheed","male","black","No"
"4251","Ebony","female","black","No"
"4252","Geoffrey","male","white","No"
"4253","Jay","male","white","No"
"4254","Jill","female","white","No"
"4255","Kenya","female","black","No"
"4256","Latonya","female","black","No"
"4257","Sarah","female","white","No"
"4258","Tanisha","female","black","No"
"4259","Brendan","male","white","No"
"4260","Emily","female","white","No"
"4261","Kristen","female","white","No"
"4262","Latoya","female","black","No"
"4263","Rasheed","male","black","No"
"4264","Tamika","female","black","No"
"4265","Jill","female","white","No"
"4266","Latoya","female","black","No"
"4267","Laurie","female","white","No"
"4268","Tamika","female","black","No"
"4269","Carrie","female","white","No"
"4270","Ebony","female","black","No"
"4271","Ebony","female","black","No"
"4272","Kenya","female","black","No"
"4273","Kristen","female","white","No"
"4274","Todd","male","white","No"
"4275","Aisha","female","black","No"
"4276","Allison","female","white","No"
"4277","Carrie","female","white","No"
"4278","Latoya","female","black","No"
"4279","Laurie","female","white","No"
"4280","Sarah","female","white","No"
"4281","Tamika","female","black","No"
"4282","Tanisha","female","black","No"
"4283","Carrie","female","white","No"
"4284","Keisha","female","black","No"
"4285","Latonya","female","black","No"
"4286","Leroy","male","black","Yes"
"4287","Neil","male","white","Yes"
"4288","Sarah","female","white","No"
"4289","Aisha","female","black","No"
"4290","Anne","female","white","No"
"4291","Latoya","female","black","No"
"4292","Meredith","female","white","No"
"4293","Carrie","female","white","No"
"4294","Kenya","female","black","No"
"4295","Kristen","female","white","Yes"
"4296","Lakisha","female","black","No"
"4297","Meredith","female","white","Yes"
"4298","Tremayne","male","black","No"
"4299","Jill","female","white","No"
"4300","Kristen","female","white","No"
"4301","Latoya","female","black","No"
"4302","Tamika","female","black","No"
"4303","Carrie","female","white","No"
"4304","Emily","female","white","No"
"4305","Latoya","female","black","No"
"4306","Tanisha","female","black","No"
"4307","Ebony","female","black","No"
"4308","Emily","female","white","No"
"4309","Laurie","female","white","No"
"4310","Tremayne","male","black","No"
"4311","Laurie","female","white","No"
"4312","Tamika","female","black","No"
"4313","Carrie","female","white","No"
"4314","Lakisha","female","black","No"
"4315","Latonya","female","black","No"
"4316","Meredith","female","white","No"
"4317","Allison","female","white","No"
"4318","Carrie","female","white","No"
"4319","Jill","female","white","No"
"4320","Kareem","male","black","No"
"4321","Latonya","female","black","No"
"4322","Latoya","female","black","No"
"4323","Anne","female","white","No"
"4324","Emily","female","white","No"
"4325","Kenya","female","black","No"
"4326","Tanisha","female","black","No"
"4327","Jermaine","male","black","No"
"4328","Latonya","female","black","No"
"4329","Laurie","female","white","No"
"4330","Sarah","female","white","No"
"4331","Jermaine","male","black","No"
"4332","Kenya","female","black","No"
"4333","Kristen","female","white","Yes"
"4334","Meredith","female","white","No"
"4335","Sarah","female","white","Yes"
"4336","Tanisha","female","black","Yes"
"4337","Anne","female","white","No"
"4338","Brad","male","white","No"
"4339","Emily","female","white","No"
"4340","Hakim","male","black","No"
"4341","Jermaine","male","black","No"
"4342","Jermaine","male","black","No"
"4343","Jill","female","white","No"
"4344","Jill","female","white","No"
"4345","Keisha","female","black","No"
"4346","Lakisha","female","black","No"
"4347","Lakisha","female","black","No"
"4348","Latonya","female","black","No"
"4349","Latoya","female","black","No"
"4350","Latoya","female","black","No"
"4351","Latoya","female","black","No"
"4352","Laurie","female","white","No"
"4353","Laurie","female","white","No"
"4354","Laurie","female","white","No"
"4355","Matthew","male","white","No"
"4356","Meredith","female","white","No"
"4357","Rasheed","male","black","No"
"4358","Sarah","female","white","No"
"4359","Todd","male","white","No"
"4360","Tremayne","male","black","No"
"4361","Anne","female","white","No"
"4362","Jill","female","white","No"
"4363","Latoya","female","black","Yes"
"4364","Tamika","female","black","No"
"4365","Greg","male","white","No"
"4366","Jay","male","white","No"
"4367","Latonya","female","black","No"
"4368","Tyrone","male","black","No"
"4369","Brad","male","white","No"
"4370","Kristen","female","white","Yes"
"4371","Latoya","female","black","No"
"4372","Tanisha","female","black","No"
"4373","Kristen","female","white","No"
"4374","Latonya","female","black","No"
"4375","Sarah","female","white","No"
"4376","Tanisha","female","black","No"
"4377","Darnell","male","black","No"
"4378","Keisha","female","black","No"
"4379","Meredith","female","white","No"
"4380","Neil","male","white","No"
"4381","Geoffrey","male","white","No"
"4382","Keisha","female","black","No"
"4383","Latonya","female","black","No"
"4384","Matthew","male","white","No"
"4385","Brad","male","white","No"
"4386","Greg","male","white","No"
"4387","Latoya","female","black","No"
"4388","Tremayne","male","black","No"
"4389","Geoffrey","male","white","No"
"4390","Latoya","female","black","No"
"4391","Neil","male","white","No"
"4392","Tyrone","male","black","No"
"4393","Anne","female","white","No"
"4394","Emily","female","white","No"
"4395","Hakim","male","black","No"
"4396","Latonya","female","black","No"
"4397","Ebony","female","black","No"
"4398","Laurie","female","white","No"
"4399","Meredith","female","white","No"
"4400","Tamika","female","black","No"
"4401","Greg","male","white","Yes"
"4402","Latoya","female","black","Yes"
"4403","Neil","male","white","No"
"4404","Tanisha","female","black","Yes"
"4405","Allison","female","white","No"
"4406","Ebony","female","black","No"
"4407","Jill","female","white","No"
"4408","Kenya","female","black","No"
"4409","Ebony","female","black","Yes"
"4410","Emily","female","white","Yes"
"4411","Aisha","female","black","No"
"4412","Carrie","female","white","Yes"
"4413","Ebony","female","black","No"
"4414","Emily","female","white","No"
"4415","Emily","female","white","No"
"4416","Kareem","male","black","No"
"4417","Matthew","male","white","No"
"4418","Tremayne","male","black","No"
"4419","Kristen","female","white","No"
"4420","Sarah","female","white","No"
"4421","Tamika","female","black","No"
"4422","Tanisha","female","black","No"
"4423","Allison","female","white","No"
"4424","Keisha","female","black","No"
"4425","Kristen","female","white","No"
"4426","Tamika","female","black","No"
"4427","Brett","male","white","No"
"4428","Jamal","male","black","Yes"
"4429","Anne","female","white","No"
"4430","Ebony","female","black","No"
"4431","Emily","female","white","No"
"4432","Rasheed","male","black","No"
"4433","Anne","female","white","No"
"4434","Jill","female","white","No"
"4435","Kenya","female","black","No"
"4436","Latoya","female","black","No"
"4437","Aisha","female","black","No"
"4438","Anne","female","white","No"
"4439","Latoya","female","black","No"
"4440","Meredith","female","white","No"
"4441","Kenya","female","black","No"
"4442","Kristen","female","white","No"
"4443","Laurie","female","white","No"
"4444","Tamika","female","black","No"
"4445","Anne","female","white","No"
"4446","Ebony","female","black","No"
"4447","Keisha","female","black","No"
"4448","Laurie","female","white","No"
"4449","Aisha","female","black","No"
"4450","Anne","female","white","No"
"4451","Jill","female","white","No"
"4452","Kristen","female","white","No"
"4453","Lakisha","female","black","No"
"4454","Rasheed","male","black","No"
"4455","Aisha","female","black","No"
"4456","Anne","female","white","No"
"4457","Emily","female","white","No"
"4458","Tamika","female","black","No"
"4459","Anne","female","white","No"
"4460","Emily","female","white","No"
"4461","Jermaine","male","black","No"
"4462","Latonya","female","black","No"
"4463","Latonya","female","black","No"
"4464","Laurie","female","white","No"
"4465","Aisha","female","black","No"
"4466","Meredith","female","white","No"
"4467","Sarah","female","white","No"
"4468","Tanisha","female","black","No"
"4469","Brett","male","white","No"
"4470","Leroy","male","black","No"
"4471","Brendan","male","white","No"
"4472","Geoffrey","male","white","No"
"4473","Jamal","male","black","No"
"4474","Kareem","male","black","No"
"4475","Matthew","male","white","Yes"
"4476","Tremayne","male","black","No"
"4477","Anne","female","white","No"
"4478","Kenya","female","black","No"
"4479","Laurie","female","white","No"
"4480","Tanisha","female","black","No"
"4481","Anne","female","white","No"
"4482","Jill","female","white","No"
"4483","Keisha","female","black","No"
"4484","Kristen","female","white","No"
"4485","Lakisha","female","black","No"
"4486","Latonya","female","black","No"
"4487","Aisha","female","black","No"
"4488","Anne","female","white","No"
"4489","Kristen","female","white","No"
"4490","Matthew","male","white","No"
"4491","Tamika","female","black","No"
"4492","Tanisha","female","black","No"
"4493","Aisha","female","black","No"
"4494","Allison","female","white","No"
"4495","Lakisha","female","black","No"
"4496","Sarah","female","white","No"
"4497","Aisha","female","black","No"
"4498","Emily","female","white","No"
"4499","Keisha","female","black","No"
"4500","Kenya","female","black","No"
"4501","Laurie","female","white","No"
"4502","Sarah","female","white","No"
"4503","Allison","female","white","No"
"4504","Emily","female","white","No"
"4505","Tamika","female","black","No"
"4506","Tanisha","female","black","No"
"4507","Carrie","female","white","No"
"4508","Kenya","female","black","No"
"4509","Sarah","female","white","No"
"4510","Tanisha","female","black","No"
"4511","Allison","female","white","No"
"4512","Darnell","male","black","No"
"4513","Ebony","female","black","No"
"4514","Jay","male","white","No"
"4515","Jill","female","white","No"
"4516","Keisha","female","black","No"
"4517","Laurie","female","white","No"
"4518","Sarah","female","white","No"
"4519","Tamika","female","black","No"
"4520","Tanisha","female","black","No"
"4521","Aisha","female","black","No"
"4522","Allison","female","white","No"
"4523","Brett","male","white","No"
"4524","Jermaine","male","black","No"
"4525","Jill","female","white","No"
"4526","Keisha","female","black","No"
"4527","Anne","female","white","No"
